Month,Day,1980's Average,1990's Average,2000's Average,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
6,5,12358809,11963968,11438171,-9999,11689038,11332018,11125327,11066618,11222403,11406925,11300240,10940943,10937685,11267099,11381416,11077657,10617627,10353315,10931380,10585063,10481173
6,6,12313026,11916448,11390645,-9999,11628908,11301934,11070655,11032198,11157886,11334832,11221003,10836166,10879021,11171769,11317641,11013549,10589336,10333107,10859953,10518855,10436997
6,7,12273936,11869153,11346336,-9999,11558462,11283314,11010301,10989355,11130074,11265566,11187537,10755568,10798514,11027130,11268952,11012921,10588884,10297812,10796630,10482795,10386229
6,8,12242470,11821089,11303920,-9999,11498402,11243710,10946673,10949787,11107577,11185561,11153386,10693951,10707981,10844748,11235900,10994683,10590546,10278711,10718689,10457617,10361292
6,9,12203683,11776193,11261629,-9999,11438915,11219580,10893226,10908347,11099172,11094456,11151245,10637214,10654440,10692161,11202781,10939861,10588218,10237369,10643906,10412759,10318541
6,10,12163584,11729442,11221147,-9999,11411773,11190596,10849874,10842814,11085766,11019765,11150508,10584267,10591313,10567255,11159261,10875956,10542295,10190381,10561988,10389973,10278130
6,11,12119210,11684287,11177469,-9999,11376755,11164086,10834274,10782142,11059001,11001672,11137849,10524866,10517949,10465096,11098772,10818465,10505832,10154944,10502157,10375064,10233637
6,12,12070014,11634157,11124723,-9999,11322515,11142319,10810402,10709599,11026165,10968617,11109825,10470178,10421874,10342187,11018702,10785617,10457859,10130495,10382216,10378230,10192504
6,13,12026563,11586609,11074370,-9999,11267658,11101796,10768178,10654184,10975443,10941328,11063882,10417585,10334450,10223116,10940924,10731639,10402787,10100637,10299545,10363905,10207081
6,14,11986409,11539902,11017278,-9999,11202928,11040638,10734791,10593662,10874443,10902614,11013309,10341839,10250629,10165118,10890379,10644599,10337251,10054193,10228536,10317955,10213100
6,15,11940923,11480180,10956129,-9999,11152488,10997731,10689154,10521469,10779498,10841416,10948591,10286293,10143886,10133848,10844208,10580914,10283797,9993628,10157105,10236731,10187233
6,16,11893846,11424329,10892408,-9999,11118277,10946485,10611405,10469459,10728993,10773021,10898907,10209455,10027136,10062250,10805541,10502934,10207482,9931177,10106722,10169264,10148907
6,17,11854980,11369747,10828775,-9999,11081951,10863158,10544785,10414976,10664197,10707453,10818520,10126376,9959339,10029320,10750622,10450284,10137855,9870723,10047935,10126025,10105376
6,18,11806662,11318942,10762192,-9999,10996781,10792997,10465841,10341954,10576612,10659040,10736353,10029992,9910369,9975373,10693549,10374414,10110833,9796445,9982791,10130433,10036880
6,19,11757050,11260743,10696934,-9999,10921658,10754831,10392602,10268642,10474103,10594553,10664297,9922059,9878332,9901961,10640506,10273741,10096666,9731186,9891859,10106748,9972882
6,20,11713471,11199957,10630792,-9999,10827579,10717775,10335574,10221156,10380214,10527847,10570072,9823699,9844725,9805769,10586161,10179770,10086965,9636570,9817660,10050224,9912407
6,21,11673525,11137407,10552039,10814937,10749857,10652227,10301280,10154027,10317874,10445488,10487898,9727850,9801597,9760071,10525585,10073166,10031674,9571404,9728666,9988672,9814580
6,22,11630172,11070075,10483064,10800510,10668090,10581643,10254985,10069528,10281624,10374841,10416153,9644848,9752824,9689482,10428776,9962606,9991615,9515353,9656277,9896283,9728067
6,23,11578312,11007136,10415954,10782181,10602270,10528952,10172599,9976551,10236958,10303817,10331396,9559031,9682862,9610192,10352535,9835948,9964884,9425629,9608591,9836082,9658561
6,24,11543075,10939799,10350253,10753860,10530981,10436618,10085107,9859202,10131905,10210106,10261127,9476450,9564889,9561282,10275665,9762148,9916806,9331851,9515499,9770676,9597909
6,25,11502062,10885903,10275682,10670025,10503296,10360985,9995562,9729373,10035273,10141390,10205575,9381743,9483089,9493697,10181061,9691329,9883311,9250571,9469903,9704600,9504475
6,26,11452357,10830316,10207682,10599283,10463913,10316446,9925166,9647452,9924960,10062189,10158026,9284477,9367009,9388662,10072748,9628634,9817719,9203166,9409764,9628582,9441494
6,27,11409695,10771855,10141109,10561062,10393028,10291703,9833404,9578908,9839993,10012888,10108912,9163966,9271207,9336074,9957658,9507130,9731983,9155466,9330928,9560510,9324598
6,28,11371684,10719053,10067599,10535670,10313351,10261967,9775856,9470641,9736270,9938594,10028338,9023587,9177782,9282932,9856566,9358592,9627576,9084133,9204315,9492159,9190076
6,29,11325817,10656740,9981140,10423451,10227256,10234700,9737232,9405346,9599028,9854813,9931897,8941910,9154208,9163892,9729241,9185346,9542138,9033729,9112470,9419178,9094813
6,30,11262754,10599504,9906201,10326446,10141556,10218844,9699627,9343353,9469400,9792385,9851597,8885384,9092702,9039911,9612340,9057557,9482316,8973708,9030644,9361451,9036481
7,1,11200798,10531697,9834368,10173047,10066431,10177027,9660577,9278887,9322060,9701808,9741966,8821005,9006770,8941220,9443213,8936847,9431704,8889509,8923244,9282553,8914220
7,2,11144533,10477229,9753456,10110902,9991225,10107639,9621400,9189928,9224557,9601841,9631960,8731720,8895468,8834735,9295924,8866060,9387654,8799227,8821604,9188596,8782986
7,3,11087565,10413318,9672584,10087077,9917696,10046897,9573829,9115252,9064081,9505717,9512952,8671453,8807706,8745935,9182660,8777806,9341259,8706651,8741930,9135523,8677207
7,4,11023948,10345141,9593030,10030931,9861321,9968445,9492372,9020920,8925495,9449086,9407098,8622441,8707425,8674157,9051233,8698978,9284536,8598133,8661889,9079816,8601738
7,5,10962075,10261157,9518228,9965692,9805665,9892664,9374976,8909595,8818299,9366348,9310953,8577169,8595463,8563480,8901157,8647194,9209077,8487072,8572935,9013080,8524993
7,6,10903812,10173477,9433383,9878055,9739648,9849478,9253176,8801355,8723227,9298442,9204481,8527335,8496554,8422999,8800093,8553014,9096337,8401287,8506774,8945371,8410624
7,7,10842641,10099855,9355222,9794847,9678724,9820534,9137989,8732115,8626461,9211324,9099479,8477740,8371254,8371064,8700560,8443850,8932745,8347136,8440337,8884111,8285374
7,8,10779369,10019460,9274294,9700817,9595885,9756569,9036561,8656639,8519983,9153616,9009460,8430742,8229192,8259767,8562487,8344111,8833004,8272163,8386935,8762912,8135012
7,9,10716705,9944797,9190353,9630666,9534455,9682081,8962432,8543716,8422180,9085279,8914065,8363534,8086234,8109947,8444397,8236429,8750785,8188054,8344039,8737858,7953297
7,10,10641707,9866238,9107775,9524346,9479910,9594068,8867659,8453568,8282859,9014878,8824567,8312461,7974876,7976572,8299609,8135962,8660819,8124461,8268760,8689779,7839653
7,11,10568932,9778826,9024475,9407505,9422846,9518993,8786553,8401143,8170999,8929581,8767440,8253186,7864043,7865999,8196169,8040838,8547883,8047131,8160236,8589748,7772912
7,12,10499451,9691264,8943559,9276869,9347174,9430692,8735770,8354049,8045058,8837913,8720446,8195457,7693117,7773055,8064289,7949704,8461055,7908219,8039230,8509320,7718646
7,13,10420766,9603053,8855128,9214408,9231706,9338279,8694331,8283541,7924045,8739075,8633306,8141790,7571026,7724030,7950355,7899861,8335581,7757371,7926319,8331746,7648540
7,14,10308943,9514080,8765818,9136531,9093338,9259046,8640160,8208780,7803474,8644638,8511796,8097056,7441901,7676653,7854239,7825967,8255586,7611399,7795132,8174287,7571174
7,15,10229009,9425479,8680986,9036793,9050391,9166954,8554577,8147367,7693665,8541386,8413690,8049117,7347049,7594708,7742715,7745907,8209972,7514217,7674003,8179677,7496597
7,16,10122895,9342369,8599324,8945704,8961632,9135226,8461997,8098629,7596367,8448061,8340637,7989085,7241292,7468190,7621920,7656338,8054919,7495089,7590232,8136394,7424100
7,17,10051840,9228210,8518456,8856961,8861718,9063487,8361816,8022931,7510248,8359989,8236301,7917418,7151306,7374047,7533852,7577065,7920694,7454956,7479327,8042914,7323641
7,18,9963007,9158959,8426075,8758118,8778331,8956124,8245516,7937431,7436253,8268331,8118190,7821687,7059453,7301794,7480448,7549262,7767001,7403712,7377477,7947300,7189518
7,19,9890931,9082919,8333651,8664898,8684240,8832110,8139745,7870146,7347606,8172230,8025657,7721635,6995288,7215499,7412356,7518544,7661816,7339860,7290578,7851927,7069820
7,20,9799343,9009696,8236364,8581926,8567560,8783163,8009684,7802212,7245080,8064271,7925904,7594282,6951855,7156796,7354223,7489716,7522508,7228830,7194069,7717932,6975962
7,21,9710400,8930802,8143966,8488740,8450081,8727774,7876264,7735735,7135019,7947563,7797687,7531970,6883890,7104924,7247651,7439164,7415444,7173741,7100408,7578275,6860793
7,22,9649149,8850730,8049354,8387101,8367401,8657392,7737177,7663674,7019726,7842002,7622237,7464125,6813277,7042017,7130831,7360364,7301892,7127676,7059031,7460007,6745450
7,23,9570137,8778623,7960863,8259369,8283226,8611522,7661359,7595670,6894224,7723217,7499054,7367285,6745025,6939138,7059076,7331934,7201855,7067973,7049346,7335434,6665411
7,24,9490398,8696209,7877657,8146510,8166313,8540389,7591102,7555927,6785626,7628508,7352898,7241719,6684689,6710494,7031674,7297610,7117077,6990510,7004682,7132042,6616774
7,25,9380425,8617987,7798657,8103255,8082670,8489991,7538169,7489494,6691830,7549723,7247515,7165084,6645130,6617307,6995414,7254225,7001792,6912287,6943764,7038804,6508940
7,26,9304746,8520469,7722658,8011111,8045164,8419229,7467790,7402205,6590002,7484293,7155015,7098780,6589335,6511507,6939629,7186066,6918879,6833054,6858612,6978040,6385280
7,27,9226378,8425462,7637341,7883502,8026465,8322883,7360124,7321133,6498262,7431717,7067908,7012705,6504721,6366118,6882612,7097907,6843550,6753717,6770879,6878603,6288296
7,28,9151137,8339846,7553586,7788078,7916739,8171082,7289969,7254560,6410368,7339997,6974191,6956279,6448143,6292771,6777452,7003772,6793870,6685340,6650928,6786817,6190083
7,29,9080705,8271156,7470909,7741355,7818520,8100136,7174138,7178264,6362515,7252325,6909834,6916959,6404355,6203033,6729227,6893488,6730052,6622391,6572674,6666937,6076002
7,30,8966965,8194980,7358580,-9999,7763106,8027311,7078848,7090509,6300379,7166494,6870948,6852637,6367121,6132189,6733329,6811403,6641466,6534338,6496068,6526249,5997752
7,31,8890921,8124542,7278584,-9999,7681297,7923648,6987567,7032290,6230927,7078860,6822523,6745367,6331653,6096864,6687775,6763129,6563862,6438110,6444778,6425511,5955851
8,1,8818276,8050712,7207411,-9999,7591986,7865023,6900440,6970607,6182432,6966698,6771936,6658223,6308428,6082400,6643222,6732384,6468143,6321835,6348955,6347793,5905215
8,2,8734248,7981551,7137617,-9999,7492347,7759223,6840868,6919408,6098850,6869107,6720465,6575353,6293321,6033823,6580573,6643849,6398006,6201034,6258935,6272893,5852665
8,3,8652225,7911528,7070348,-9999,7413573,7690231,6788676,6831959,6011514,6799245,6674279,6473889,6262979,5910621,6493534,6578496,6280798,6084402,6180412,6204054,5785444
8,4,8588154,7849605,7001105,-9999,7298782,7624022,6729880,6752341,5891488,6736508,6623697,6424157,6196674,5788500,6414304,6514459,6221434,6037047,6041914,6156200,5719542
8,5,8524595,7795660,6925278,-9999,7235926,7534320,6636617,6672531,5777552,6630910,6566279,6380379,6110204,5648723,6363247,6476210,6198968,5962130,5961697,6073982,5612507
8,6,8458052,7739333,6857351,-9999,7183098,7415575,6556996,6636228,5674446,6447128,6510072,6333160,6016960,5494136,6306572,6435068,6152802,5868941,5909224,5967526,5511461
8,7,8389421,7688073,6785703,-9999,7113521,7301262,6476958,6618485,5589829,6358191,6466542,6300056,5964051,5375328,6211725,6378621,6085662,5784785,5804668,5885720,5416345
8,8,8327934,7627725,6727425,6813249,7004021,7179087,6436358,6570272,5498167,6329093,6428364,6246270,5882119,5191998,6148230,6325923,5996398,5705906,5668358,5824414,5334273
8,9,8263090,7569366,6671429,6773346,6891850,7088496,6392828,6502640,5438116,6278152,6383046,6172875,5807755,5035793,6097616,6259129,5903228,5656179,5589248,5744590,5239109
8,10,8233378,7522354,6621829,6687172,6849844,7036012,6336757,6441682,5384152,6193772,6338746,6093496,5725239,4943900,6063604,6169448,5804214,5581092,5535934,5666808,5106603
8,11,8166538,7462514,6563038,6621352,6828325,6945898,6279003,6401640,5317916,6137348,6294667,6033260,5668191,4887978,5986828,6107400,5722632,5493832,5456915,5617694,5000009
8,12,8108465,7407743,6502787,6565946,6803634,6863570,6228785,6368367,5270988,6060275,6243732,5945801,5584638,4793514,5898339,6048436,5662981,5420490,5397050,5558159,4913209
8,13,8048828,7350088,6444318,6483681,6756390,6778643,6190656,6325141,5216039,5975157,6167633,5894187,5443834,4714298,5825959,5975745,5618256,5383713,5322280,5491295,4820124
8,14,7991652,7293678,6385077,6395252,6684065,6718177,6128408,6268907,5184141,5906066,6085822,5827795,5366929,4650820,5786271,5900156,5576982,5334488,5273676,5420865,4768552
8,15,7883065,7243921,6327485,6304476,6633258,6653461,6055486,6214197,5147991,5808093,6036805,5784354,5304781,4549238,5741254,5831776,5522805,5283078,5203624,5333478,4734585
8,16,7839229,7204498,6277695,6305929,6589207,6565365,5975365,6194182,5087023,5739906,6001098,5712798,5280375,4466791,5668564,5753168,5470644,5173737,5136708,5248792,4695733
8,17,7798317,7166066,6229020,6262081,6576643,6470340,5924739,6166865,5029583,5671008,5967286,5632612,5232454,4376499,5624729,5713158,5419847,5100364,5103981,5216761,4634809
8,18,7803924,7127539,6176863,6186198,6560707,6417318,5892882,6103847,4994945,5591657,5905587,5597186,5154913,4306208,5599606,5674861,5328130,5015729,5094520,5185339,4563912
8,19,7768798,7094467,6123932,6129678,6513913,6360555,5844486,6025426,4948303,5521995,5831529,5557079,5106234,4225947,5543814,5614708,5248075,4970889,5092819,5148707,4534816
8,20,7733229,7062671,6070543,6082830,6463851,6270499,5800790,5957935,4877731,5504442,5759016,5540885,5065593,4143648,5498323,5551956,5199264,4922931,5058209,5082310,4507767
8,21,7704123,7031283,6021914,6049607,6447903,6192185,5783798,5918527,4805567,5461717,5718026,5500030,5011691,4073072,5487870,5489997,5137974,4894486,5047907,5022611,4471119
8,22,7675098,7002844,5987282,6040253,6429008,6110993,5787060,5917747,4739018,5393576,5644655,5429483,4927050,4010866,5448094,5440376,5066776,4862998,5003285,4975271,4442272
8,23,7648612,6969121,5946162,6022687,6398519,6049061,5774455,5896201,4701197,5333512,5576540,5379442,4872422,3917009,5433298,5392741,4992583,4811887,4943252,4945395,4412266
8,24,7620458,6927221,5905900,6011288,6374728,6027763,5738632,5890782,4666029,5247855,5510409,5347015,4834007,3819352,5405161,5338658,4921900,4749311,4893557,4904571,4390697
8,25,7583732,6935352,5867851,5983964,6348013,6016023,5697597,5870094,4646621,5132925,5461828,5309440,4794412,3736310,5369615,5304377,4850963,4645694,4846064,4871597,4382473
8,26,7554012,6883512,5834760,5926961,6321627,5979926,5685656,5838032,4615484,5036375,5440068,5258370,4746764,3681607,5326615,5279124,4713460,4545963,4811553,4860720,4359151
8,27,7522509,6786102,5799764,5884303,6298284,5930256,5680552,5828314,4568402,5005241,5420574,5186295,4731222,3645186,5262577,5264442,4584969,4464681,4812329,4832062,4339067
8,28,7488861,6754290,5769058,5840941,6278746,5888199,5654413,5810647,4520424,4991084,5393449,5139898,4700978,3586675,5196015,5243796,4526408,4432888,4812739,4804103,4339440
8,29,7460802,6730815,5735885,5788372,6257953,5858567,5606865,5802830,4471798,4938427,5369703,5143918,4624660,3550713,5115142,5217967,4514043,4403833,4775338,4793787,4328655
8,30,7429873,6705293,5704855,5741725,6240000,5845358,5531001,5802572,4442119,4891334,5337739,5131202,4542734,3538365,5082738,5215532,4491907,4302421,4723734,4768735,4302087
8,31,7405095,6677789,5673674,5720539,6200551,5833644,5514905,5821459,4413960,4828727,5286754,5123914,4495829,3509386,5052103,5218262,4438696,4242650,4668135,4742068,4259262
9,1,7380404,6661255,5646528,5701755,6129928,5803603,5527269,5834079,4413908,4767050,5258909,5126902,4481715,3475817,5037161,5213082,4375012,4168394,4629238,4733473,4248474
9,2,7358153,6639768,5627660,5674506,6121966,5803731,5541327,5827133,4412671,4720209,5220089,5101739,4463203,3445873,5016698,5200157,4346578,4090129,4632780,4749726,4214615
9,3,7335023,6616238,5613637,5617260,6094377,5822299,5530936,5818861,4379815,4714338,5188333,5029120,4424225,3445211,4989921,5179456,4368699,4054179,4638084,4740691,4174722
9,4,7314955,6594556,5589513,5571128,6047661,5827926,5525235,5772339,4331118,4666590,5180734,4966228,4391906,3414050,4957734,5142812,4368949,4056306,4640111,4732152,4158349
9,5,7293317,6578212,5567583,5536470,6008978,5806827,5511929,5752068,4277880,4628546,5184347,4905573,4359228,3365993,4942239,5092841,4373805,4045470,4586568,4717320,4175657
9,6,7273498,6563208,5547736,5528798,6003047,5769872,5501471,5738469,4240157,4612732,5175837,4853959,4325935,3325238,4923972,5050369,4349431,4022615,4532092,4704891,4176087
9,7,7255232,6550737,5537967,5527348,6012361,5725371,5493222,5762027,4216577,4532520,5149921,4809065,4298498,3312446,4893380,5035271,4307704,4017264,4515297,4663054,4168525
9,8,7242565,6548129,5525440,5513425,6017623,5720713,5472980,5801116,4194521,4503523,5151359,4769046,4287925,3300795,4861800,5027268,4297543,4024575,4486326,4609439,4163470
9,9,7235697,6550233,5516632,5516051,5996783,5733983,5461068,5805330,4173372,4500623,5135130,4747650,4269378,3282082,4831603,4991621,4312734,4031479,4472225,4603771,4170163
9,10,7230712,6556033,5507408,5531185,5976445,5712322,5443272,5779256,4144892,4533638,5106641,4721220,4269199,3264665,4833597,5000248,4358918,4076490,4473157,4619083,4149896
9,11,7229571,6556440,5504142,5534703,5946540,5683663,5423208,5741740,4126762,4554097,5071892,4771522,4276583,3234262,4825097,4987733,4365032,4124526,4500947,4571173,4110564
9,12,7231977,6558153,5496299,5531555,6003889,5709032,5383520,5711232,4128671,4542430,5054055,4811060,4280538,3206662,4809288,4935847,4319194,4203422,4502715,4545005,4087341
9,13,7240173,6563541,5484119,-9999,6072096,5759958,5364559,5658162,4135628,4534147,5062442,4803589,4314448,3200630,4820839,4902691,4268045,4239854,4494583,4583173,4053800
9,14,7254109,6567513,5481618,-9999,6032774,5803774,5361345,5625046,4097698,4535715,5090350,4778592,4389264,3197184,4826157,4904059,4257003,4268838,4499173,4570758,4025718
9,15,7269483,6573762,5479091,-9999,5937087,5811644,5329353,5634616,4068688,4523624,5115751,4743880,4442510,3178400,4834931,4888765,4359080,4253202,4541251,4546800,4006036
9,16,7286634,6592674,5481450,-9999,5942995,5793299,5297859,5664866,4070114,4516471,5125931,4684325,4420667,3177455,4824927,4886207,4391720,4233309,4577641,4513511,3991187
9,17,7304435,6605020,5487028,-9999,5943546,5727885,5271140,5710480,4065739,4510805,5156480,4622092,4417282,3213910,4832002,4884120,4412057,4293931,4590075,4491419,3964239
9,18,7324923,6627664,5497402,-9999,5933760,5712311,5232747,5752096,4074312,4521068,5168319,4623077,4412475,3319816,4838927,4898064,4502176,4371993,4593958,4501564,-9999
9,19,7354150,6654001,5512289,-9999,5983457,5703330,5222121,5770530,4099039,4533779,5177395,4646211,4452848,3370214,4861396,4927138,4558903,4418777,4586260,4499697,-9999
9,20,7380039,6681102,5564402,5786545,6020125,5715824,5208753,5721945,4115043,4547793,5215644,4680551,4487694,3427076,4923092,4975912,4592293,4458111,4645246,4473457,-9999
9,21,7407777,6705822,5591351,5853031,5986666,5768239,5179300,5714933,4102076,4580695,5236495,4716445,4504997,3441203,4987766,5021767,4592870,4520039,4681158,4457252,-9999
9,22,7475926,6737805,5617724,5888386,5953526,5824969,5179833,5724650,4080976,4613416,5266591,4790094,4524824,3437032,5001261,5040091,4627917,4611635,4701585,4485254,-9999
9,23,7511701,6779003,5644974,5899318,5983844,5894327,5208008,5758312,4068988,4671695,5241663,4838720,4551588,3474979,5019336,5061828,4704361,4707188,4701127,4535587,-9999
9,24,7552106,6829601,5677050,5937489,6019003,6012213,5257685,5850292,4067486,4695357,5244537,4891284,4581040,3520391,5086095,5108383,4755283,4800736,4704075,4602216,-9999
9,25,7595729,6884858,5724060,5975686,6042339,6089532,5286308,5920525,4077397,4695414,5271626,5008037,4617883,3539969,5143721,5173849,4758781,4840390,4755321,4660401,-9999
9,26,7638917,6938131,5766719,6056187,6059466,6142318,5339702,5921186,4120815,4764599,5314492,5067368,4678172,3568640,5183869,5211041,4737804,4919652,4839290,4684212,-9999
9,27,7690910,6987819,5812058,6164410,6075427,6197452,5399288,5890320,4190167,4848860,5354787,5171405,4726740,3623080,5269020,5222194,4800485,5011447,4888701,4702933,-9999
9,28,7740989,7043248,5869138,6258359,6106829,6261325,5459200,5852897,4271853,4878948,5372412,5269722,4785422,3682024,5340043,5228522,4881060,5030140,4997291,4713998,-9999
9,29,7759631,7095498,5941315,6345432,6191243,6331497,5544329,5834711,4320237,4930078,5425978,5342945,4795450,3740052,5412477,5268826,4968229,5013331,5019633,4729615,-9999
9,30,7818414,7159011,6013416,6381858,6274120,6399882,5646480,5863536,4427297,5087199,5481351,5395258,4846516,3801059,5510856,5326036,5033109,5040582,5048182,4739473,-9999
10,1,7878684,7221980,6093730,6462765,6346757,6453887,5708621,5925428,4507903,5195060,5562154,5425034,4950500,3848883,5608684,5382281,5069941,5035947,5092212,4734314,-9999
10,2,7949442,7291147,6178309,6629278,6393567,6534248,5760281,6023812,4540994,5268454,5618722,5499113,5019350,3876008,5660303,5453693,5053825,5013789,5140248,4734635,-9999
10,3,8022183,7363322,6258124,6863172,6473664,6598211,5818770,6125067,4545733,5366528,5606989,5633020,5056865,3894554,5675521,5541324,5100042,5034338,5187695,4763771,-9999
10,4,8108969,7448581,6334188,7033045,6538185,6645443,5877880,6209257,4588936,5429125,5618711,5696935,5045982,3927099,5815552,5608093,5179899,5097956,5278792,4804196,-9999
10,5,8189164,7538387,6423881,7115602,6627689,6700524,5961757,6232002,4652617,5549610,5676264,5780117,5050161,4028867,5931507,5650425,5315653,5153716,5311200,4849613,-9999
10,6,8283394,7616454,6510135,7171521,6710114,6834889,6039863,6221380,4746384,5685671,5736707,5854347,5108141,4141977,6016476,5724431,5463199,5174905,5434510,4874753,-9999
10,7,8366835,7713645,6600771,7267279,6721553,7005581,6132094,6247819,4848415,5832697,5778465,5929671,5231785,4223849,6162905,5803542,5607279,5179186,5589371,4916132,-9999
10,8,8446729,7793667,6690991,7370055,6719437,7064286,6233361,6299952,4950625,6014877,5808986,6048255,5318817,4314756,6276942,5892146,5754297,5184568,5722390,4934001,-9999
10,9,8515993,7877225,6777428,7466412,6753804,7139556,6328923,6362024,5059277,6180435,5919012,6164191,5376119,4406709,6414201,6004606,5893819,5230747,5840456,4967777,-9999
10,10,8579072,7974201,6877879,7549866,6839864,7233150,6359695,6441953,5112922,6306080,6116815,6317627,5428586,4516139,6521075,6139618,5975898,5249138,5905900,5045380,-9999
10,11,8656600,8073335,6981218,7654988,6916498,7351998,6384774,6542901,5143974,6431896,6294019,6479527,5428727,4681835,6665549,6259354,6037585,5294114,5988264,5182196,-9999
10,12,8735343,8192684,7097724,7743330,7014923,7510872,6476220,6668682,5136862,6553464,6356884,6557538,5511347,4795551,6796978,6392066,6127490,5367956,6107621,5259824,-9999
10,13,8797229,8299311,7212248,7797604,7184776,7626260,6614433,6972479,5217096,6742960,6409102,6596818,5628027,4911701,6886827,6547460,6234911,5437344,6213536,5360941,-9999
10,14,8852433,8405022,7321770,7832121,7382337,7676984,6786250,7174314,5336673,6971770,6514588,6674086,5739603,5101823,7029839,6641095,6410743,5539577,6275371,5522819,-9999
10,15,8907060,8498729,7418155,7944530,7564566,7717117,6915101,7384112,5454601,7155048,6616332,6807840,5843778,5390412,7116601,6709270,6588058,5660235,6354723,5717495,-9999
10,16,8957185,8583636,7522425,8030047,7692538,7774277,6947193,7530432,5554234,7353119,6709878,6962773,5920057,5642634,7229650,6807827,6800955,5713297,6463043,5780697,-9999
10,17,9008624,8672587,7629462,8080264,7757952,7886759,7047553,7623667,5640092,7464159,6831245,7071447,5990616,5804437,7400486,6987351,7043581,5756548,6589426,5772608,-9999
10,18,9057845,8759265,7744225,8151885,7925701,7966191,7189387,7689406,5790119,7564767,6935540,7146948,6117502,5969421,7524787,7190692,7215555,5851597,6776771,5869050,-9999
10,19,9125760,8828216,7865387,8217630,8127272,7984685,7403232,7783117,5991377,7675036,7027754,7288764,6196336,6129933,7618170,7430794,7323512,6005396,6930119,6010146,-9999
10,20,9188895,8912415,7981034,8328203,8255024,8010984,7625004,7915803,6248960,7816981,7138262,7362735,6278016,6348887,7689301,7540951,7363764,6153229,7028872,6136029,-9999
10,21,9247616,8998873,8090345,8432319,8345741,8090096,7905162,7997721,6549901,8000959,7327353,7408975,6453820,6580771,7767399,7691505,7405712,6265154,7113644,6248035,-9999
10,22,9312099,9086158,8186304,8537355,8471596,8154784,8136329,8064717,6712659,8162267,7424483,7485355,6651533,6809009,7882443,7793454,7535180,6386117,7226571,6392057,-9999
10,23,9374778,9164853,8281884,8655320,8576044,8252548,8206625,8113631,6889430,8264644,7569024,7520863,6865887,6922863,7979621,7886661,7682510,6498006,7274322,6575429,-9999
10,24,9445225,9219890,8370622,8698345,8657990,8377252,8333989,8300424,7020156,8393317,7590797,7550131,7077760,7037619,8067410,8005654,7841460,6602186,7307330,6731603,-9999
10,25,9504877,9275201,8455738,8752209,8699195,8481674,8456572,8406514,7134430,8505640,7542357,7625707,7310864,7081690,8165288,8136569,7909226,6680987,7408271,6933069,-9999
10,26,9564663,9326384,8547878,8809365,8745251,8514683,8589773,8476887,7326425,8545826,7668485,7695499,7502426,7101108,8255361,8274621,7967525,6738505,7537503,7182053,-9999
10,27,9636367,9388646,8642847,8850419,8782441,8577865,8663747,8499225,7568335,8642403,7863019,7751957,7688250,7169323,8340047,8398994,8019058,6825763,7694454,7389705,-9999
10,28,9709179,9490211,8722289,8878785,8827219,8699659,8788906,8530322,7771181,8729772,8079858,7813384,7852602,7249726,8414854,8500378,8091177,6840628,7784290,7542687,-9999
10,29,9783263,9562192,8794121,8905366,8839609,8807640,8929236,8602075,7912423,8838486,8214666,7865774,8009576,7402475,8515149,8565910,8210513,6872962,7817053,7574049,-9999
10,30,9851705,9617884,8874346,8913097,-9999,8869231,8992622,8706075,8017901,8962391,8329014,7996158,8037638,7517976,8618357,8702074,8339701,6921148,7882757,7735730,-9999
10,31,9917324,9682493,8955647,8928056,-9999,8879155,9028506,8811757,8122751,9057356,8426041,8139808,8140510,7655476,8729613,8814725,8505723,6966858,7933135,7875297,-9999
11,1,9973758,9731637,9037991,9000267,-9999,8938978,9075368,8908818,8244072,9106807,8525793,8286412,8326471,7740115,8829823,8870568,8598518,7034195,7974795,8030345,-9999
11,2,10032891,9789505,9119528,9105682,-9999,9003934,9140816,8950280,8402148,9108338,8592133,8464991,8505081,7828356,8926280,8928738,8634401,7167227,8059830,8222375,-9999
11,3,10095963,9841174,9193656,9198763,-9999,9122121,9231167,8974639,8541487,9155542,8653765,8567204,8638774,7959487,8986998,9031363,8675338,7303342,8146688,8421146,-9999
11,4,10163330,9887728,9257902,9263790,-9999,9282203,9264404,9010507,8648868,9242262,8717739,8670630,8749687,8058609,9004050,9089388,8764889,7441845,8220943,8577519,-9999
11,5,10221227,9940123,9319441,9308688,-9999,9410410,9310420,9029476,8740352,9381818,8740061,8688554,8785115,8185689,8986331,9164063,8864357,7603523,8346009,8624638,-9999
11,6,10274344,9987027,9368577,9318434,-9999,9522955,9365716,9053418,8809613,9502549,8856100,8703598,8767937,8264563,8985973,9249205,8968443,7725842,8494119,8651221,-9999
11,7,10334651,10040258,9426612,9308252,9241626,9549733,9423590,9051797,8911355,9620588,8878642,8848556,8796581,8309656,8998317,9311793,9085057,7841406,8652033,8694063,-9999
11,8,10395998,10099162,9478836,9339874,9302862,9570693,9502299,9073768,9022629,9714724,8894329,8971413,8819829,8357836,8967120,9341751,9171176,7967889,8718780,8793900,-9999
11,9,10470711,10165115,9538967,9422944,9348231,9657296,9541714,9152826,9133777,9780255,8991021,9058517,8840157,8401423,9036260,9332683,9184700,8028909,8848253,8894807,-9999
